2015-06-08 18:07:03,160 CONFIG [com.gigaspaces.logger] - Log file: /Users/dxd/git/ct3/logs/2015-06-08~18.07-gigaspaces-service-10.154.152.106-77023.log
-------------------------last log tuples start--------------------------------
Position [subject=a20, id=null, cell=Cell [x=2, y=0], time=2015-06-08 18:04:41.749, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=2], subject=blue, time=2015-06-08 18:07:22.71, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=3], subject=brown, time=2015-06-08 18:07:22.712, clock=0]
Event processed UpdateTile(white, 0, 3)
org notification: Tile [id=null, cell=Cell [x=2, y=4], subject=yellow, time=2015-06-08 18:07:22.713, clock=0]
Event processed UpdateTile(brown, 0, 3)
org notification: Tile [id=null, cell=Cell [x=2, y=5], subject=brown, time=2015-06-08 18:07:22.716, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=0], subject=yellow, time=2015-06-08 18:07:22.718, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=1], subject=yellow, time=2015-06-08 18:07:22.719, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=2], subject=blue, time=2015-06-08 18:07:22.722, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=3], subject=yellow, time=2015-06-08 18:07:22.724, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=4], subject=white, time=2015-06-08 18:07:22.726, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=5], subject=white, time=2015-06-08 18:07:22.728, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=0], subject=yellow, time=2015-06-08 18:07:22.729, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=1], subject=yellow, time=2015-06-08 18:07:22.731, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=2], subject=blue, time=2015-06-08 18:07:22.733, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=3], subject=blue, time=2015-06-08 18:07:22.735, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=4], subject=white, time=2015-06-08 18:07:22.736, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=5], subject=yellow, time=2015-06-08 18:07:22.738, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=0], subject=brown, time=2015-06-08 18:07:22.739, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=1], subject=white, time=2015-06-08 18:07:22.742, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=2], subject=brown, time=2015-06-08 18:07:22.745, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=3], subject=brown, time=2015-06-08 18:07:22.749, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=4], subject=brown, time=2015-06-08 18:07:22.751, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=5], subject=blue, time=2015-06-08 18:07:22.753, clock=0]
Event processed UpdateTile(blue, 0, 3)
#########################Game Initialized
AGENT Thread-10: current phase name: Setup Phase
#########################Game Initialized
AGENT Thread-12: current phase name: Setup Phase
Event processed UpdateTile(brown, 0, 3)
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
Event processed UpdateTile(brown, 0, 3)
Event processed UpdateTile(brown, 0, 3)
Event processed UpdateTile(brown, 0, 2)
Event processed UpdateTile(brown, 0, 2)
Event processed UpdateTile(yellow, 0, 4)
Event processed UpdateTile(blue, 0, 3)
Event processed UpdateTile(yellow, 0, 4)
Event processed UpdateTile(brown, 0, 4)
Event processed UpdateTile(blue, 0, 3)
Event processed UpdateTile(brown, 0, 4)
Event processed UpdateTile(white, 0, 5)
Event processed UpdateTile(white, 0, 5)
Event processed UpdateTile(yellow, 1, 0)
Event processed UpdateTile(brown, 0, 5)
Event processed UpdateTile(yellow, 1, 0)
Event processed UpdateTile(brown, 0, 5)
Event processed UpdateTile(blue, 0, 4)
Event processed UpdateTile(blue, 0, 4)
Event processed UpdateTile(brown, 1, 1)
Event processed UpdateTile(yellow, 0, 4)
Event processed UpdateTile(brown, 1, 1)
Event processed UpdateTile(yellow, 0, 4)
Event processed UpdateTile(yellow, 0, 5)
Event processed UpdateTile(blue, 1, 0)
Event processed UpdateTile(blue, 1, 0)
Event processed UpdateTile(yellow, 0, 5)
Event processed UpdateTile(brown, 1, 2)
Event processed UpdateTile(brown, 1, 2)
Event processed UpdateTile(yellow, 1, 1)
Event processed UpdateTile(yellow, 1, 1)
Event processed UpdateTile(blue, 1, 0)
Event processed UpdateTile(blue, 1, 0)
Event processed UpdateTile(white, 1, 3)
Event processed UpdateTile(white, 1, 3)
Event processed UpdateTile(blue, 0, 5)
Event processed UpdateTile(yellow, 1, 1)
Event processed UpdateTile(blue, 0, 5)
Event processed UpdateTile(yellow, 1, 1)
Event processed UpdateTile(yellow, 1, 2)
Event processed UpdateTile(yellow, 1, 2)
Event processed UpdateTile(yellow, 0, 4)
Event processed UpdateTile(yellow, 0, 4)
Event processed UpdateTile(white, 0, 5)
Event processed UpdateTile(white, 0, 5)
Event processed UpdateTile(white, 1, 0)
Event processed UpdateTile(white, 1, 0)
Event processed UpdateTile(brown, 1, 4)
Event processed UpdateTile(white, 1, 1)
Event processed UpdateTile(brown, 1, 4)
Event processed UpdateTile(yellow, 1, 5)
Event processed UpdateTile(white, 1, 1)
Event processed UpdateTile(yellow, 1, 5)
Event processed UpdateTile(brown, 2, 0)
Event processed UpdateTile(brown, 2, 0)
Event processed UpdateTile(white, 1, 2)
Event processed UpdateTile(white, 1, 2)
Event processed UpdateTile(yellow, 2, 1)
Event processed UpdateTile(yellow, 2, 1)
Event processed UpdateTile(white, 1, 3)
Event processed UpdateTile(white, 1, 3)
Event processed UpdateTile(brown, 2, 2)
Event processed UpdateTile(brown, 2, 2)
Event processed UpdateTile(brown, 1, 4)
Event processed UpdateTile(brown, 1, 4)
Event processed UpdateTile(brown, 2, 3)
Event processed UpdateTile(brown, 2, 3)
Event processed UpdateTile(blue, 1, 0)
Event processed UpdateTile(blue, 1, 0)
Event processed UpdateTile(brown, 1, 5)
Event processed UpdateTile(brown, 1, 5)
Event processed UpdateTile(yellow, 2, 4)
Event processed UpdateTile(yellow, 2, 4)
Event processed UpdateTile(yellow, 1, 1)
Event processed UpdateTile(yellow, 1, 1)
Event processed UpdateTile(white, 2, 0)
Event processed UpdateTile(white, 2, 0)
Event processed UpdateTile(white, 2, 5)
Event processed UpdateTile(white, 2, 5)
Event processed UpdateTile(white, 2, 1)
Event processed UpdateTile(white, 2, 1)
Event processed UpdateTile(white, 1, 2)
Event processed UpdateTile(white, 1, 2)
Event processed UpdateTile(brown, 2, 2)
Event processed UpdateTile(brown, 2, 2)
Event processed UpdateTile(white, 1, 3)
Event processed UpdateTile(white, 1, 3)
Event processed UpdateTile(yellow, 3, 0)
Event processed UpdateTile(yellow, 3, 0)
Event processed UpdateTile(white, 1, 2)
Event processed UpdateTile(white, 1, 2)
Event processed UpdateTile(yellow, 2, 3)
Event processed UpdateTile(white, 1, 4)
Event processed UpdateTile(yellow, 2, 3)
Event processed UpdateTile(white, 1, 4)
Event processed UpdateTile(blue, 3, 1)
Event processed UpdateTile(blue, 3, 1)
Event processed UpdateTile(blue, 1, 3)
Event processed UpdateTile(blue, 1, 3)
Event processed UpdateTile(yellow, 2, 4)
Event processed UpdateTile(yellow, 2, 4)
Event processed UpdateTile(blue, 1, 5)
Event processed UpdateTile(blue, 1, 5)
Event processed UpdateTile(yellow, 3, 2)
Event processed UpdateTile(yellow, 3, 2)
Event processed UpdateTile(brown, 1, 4)
Event processed UpdateTile(brown, 1, 4)
Event processed UpdateTile(blue, 2, 0)
Event processed UpdateTile(blue, 2, 5)
Event processed UpdateTile(blue, 2, 0)
Event processed UpdateTile(blue, 2, 5)
Event processed UpdateTile(white, 3, 3)
Event processed UpdateTile(white, 3, 3)
Event processed UpdateTile(white, 1, 5)
Event processed UpdateTile(white, 1, 5)
Event processed UpdateTile(brown, 2, 1)
Event processed UpdateTile(white, 3, 0)
Event processed UpdateTile(blue, 3, 4)
Event processed UpdateTile(brown, 2, 1)
Event processed UpdateTile(white, 3, 0)
Event processed UpdateTile(brown, 2, 0)
Event processed UpdateTile(blue, 3, 4)
Event processed UpdateTile(brown, 2, 0)
Event processed UpdateTile(white, 1, 3)
Event processed UpdateTile(white, 1, 3)
Event processed UpdateTile(yellow, 3, 1)
Event processed UpdateTile(yellow, 3, 1)
Event processed UpdateTile(brown, 3, 5)
Event processed UpdateTile(brown, 3, 2)
Event processed UpdateTile(brown, 3, 5)
Event processed UpdateTile(brown, 3, 2)
Event processed UpdateTile(white, 4, 0)
Event processed UpdateTile(white, 4, 0)
Event processed UpdateTile(white, 2, 1)
Event processed UpdateTile(white, 2, 1)
Event processed UpdateTile(yellow, 1, 4)
Event processed UpdateTile(yellow, 1, 4)
Event processed UpdateTile(white, 4, 1)
Event processed UpdateTile(white, 4, 1)
Event processed UpdateTile(blue, 3, 3)
Event processed UpdateTile(blue, 3, 3)
Event processed UpdateTile(yellow, 2, 2)
Event processed UpdateTile(yellow, 2, 2)
Event processed UpdateTile(brown, 2, 2)
Event processed UpdateTile(brown, 2, 2)
Event processed UpdateTile(yellow, 4, 2)
Event processed UpdateTile(brown, 3, 4)
Event processed UpdateTile(brown, 2, 3)
Event processed UpdateTile(yellow, 4, 2)
Event processed UpdateTile(yellow, 1, 5)
Event processed UpdateTile(brown, 3, 4)
Event processed UpdateTile(yellow, 2, 3)
Event processed UpdateTile(brown, 2, 3)
Event processed UpdateTile(white, 4, 3)
Event processed UpdateTile(yellow, 1, 5)
Event processed UpdateTile(brown, 3, 5)
Event processed UpdateTile(yellow, 2, 3)
Event processed UpdateTile(brown, 2, 4)
Event processed UpdateTile(white, 4, 3)
Event processed UpdateTile(brown, 3, 5)
Event processed UpdateTile(brown, 2, 4)
Event processed UpdateTile(yellow, 2, 0)
Event processed UpdateTile(yellow, 2, 0)
Event processed UpdateTile(white, 2, 4)
Event processed UpdateTile(white, 2, 4)
Event processed UpdateTile(blue, 2, 5)
Event processed UpdateTile(blue, 2, 5)
Event processed UpdateTile(blue, 4, 4)
Event processed UpdateTile(blue, 4, 4)
Event processed UpdateTile(blue, 2, 5)
Event processed UpdateTile(blue, 2, 5)
Event processed UpdateTile(brown, 4, 0)
Event processed UpdateTile(brown, 4, 0)
Event processed UpdateTile(yellow, 3, 0)
Event processed UpdateTile(yellow, 3, 0)
Event processed UpdateTile(white, 4, 5)
Event processed UpdateTile(blue, 4, 1)
Event processed UpdateTile(blue, 2, 1)
Event processed UpdateTile(yellow, 3, 0)
Event processed UpdateTile(yellow, 3, 1)
Event processed UpdateTile(yellow, 3, 0)
Event processed UpdateTile(yellow, 3, 1)
Event processed UpdateTile(white, 4, 5)
Event processed UpdateTile(blue, 4, 2)
Event processed UpdateTile(blue, 4, 1)
Event processed UpdateTile(yellow, 5, 0)
Event processed UpdateTile(blue, 2, 1)
Event processed UpdateTile(brown, 2, 2)
Event processed UpdateTile(yellow, 3, 1)
Event processed UpdateTile(brown, 3, 2)
Event processed UpdateTile(yellow, 3, 1)
Event processed UpdateTile(yellow, 3, 2)
Event processed UpdateTile(blue, 4, 2)
Event processed UpdateTile(yellow, 4, 3)
Event processed UpdateTile(yellow, 5, 0)
Event processed UpdateTile(blue, 5, 1)
Event processed UpdateTile(brown, 2, 2)
Event processed UpdateTile(brown, 3, 2)
Event processed UpdateTile(yellow, 3, 2)
Event processed UpdateTile(yellow, 4, 3)
Event processed UpdateTile(blue, 5, 1)
Event processed UpdateTile(white, 3, 3)
Event processed UpdateTile(white, 5, 2)
Event processed UpdateTile(white, 3, 3)
Event processed UpdateTile(white, 3, 3)
Event processed UpdateTile(white, 3, 3)
Event processed UpdateTile(white, 5, 2)
Event processed UpdateTile(white, 4, 4)
Event processed UpdateTile(white, 4, 4)
Event processed UpdateTile(blue, 2, 3)
Event processed UpdateTile(blue, 2, 3)
Event processed UpdateTile(blue, 3, 4)
Event processed UpdateTile(blue, 3, 4)
Event processed UpdateTile(yellow, 4, 5)
Event processed UpdateTile(yellow, 4, 5)
Event processed UpdateTile(blue, 3, 4)
Event processed UpdateTile(white, 5, 3)
Event processed UpdateTile(blue, 2, 4)
Event processed UpdateTile(blue, 3, 4)
Event processed UpdateTile(brown, 3, 5)
Event processed UpdateTile(white, 5, 3)
Event processed UpdateTile(blue, 3, 5)
Event processed UpdateTile(blue, 2, 4)
Event processed UpdateTile(blue, 5, 0)
Event processed UpdateTile(brown, 3, 5)
Event processed UpdateTile(yellow, 5, 4)
Event processed UpdateTile(blue, 3, 5)
Event processed UpdateTile(blue, 4, 0)
Event processed UpdateTile(blue, 5, 0)
Event processed UpdateTile(white, 5, 5)
Event processed UpdateTile(yellow, 5, 4)
Event processed UpdateTile(white, 4, 0)
Event processed UpdateTile(blue, 4, 0)
Event processed UpdateTile(white, 5, 1)
Event processed UpdateTile(brown, 2, 5)
Event processed UpdateTile(white, 4, 1)
Event processed UpdateTile(white, 4, 1)
Event processed UpdateTile(white, 5, 5)
Event processed UpdateTile(brown, 5, 2)
Event processed UpdateTile(white, 4, 0)
Event processed UpdateTile(white, 5, 1)
Event processed UpdateTile(brown, 2, 5)
Event processed UpdateTile(white, 4, 1)
Event processed UpdateTile(white, 4, 1)
Event processed UpdateTile(brown, 5, 2)
Event processed UpdateTile(brown, 4, 2)
Event processed UpdateTile(brown, 4, 2)
Event processed UpdateTile(blue, 4, 2)
Event processed UpdateTile(blue, 4, 2)
Event processed UpdateTile(blue, 5, 3)
Event processed UpdateTile(yellow, 3, 0)
Event processed UpdateTile(white, 4, 3)
Event processed UpdateTile(brown, 4, 3)
Event processed UpdateTile(blue, 5, 3)
Event processed UpdateTile(yellow, 3, 0)
Event processed UpdateTile(white, 4, 3)
Event processed UpdateTile(brown, 4, 3)
Event processed UpdateTile(blue, 5, 4)
Event processed UpdateTile(blue, 5, 4)
Event processed UpdateTile(blue, 4, 4)
Event processed UpdateTile(yellow, 4, 4)
Event processed UpdateTile(yellow, 4, 4)
Event processed UpdateTile(blue, 5, 5)
Event processed UpdateTile(blue, 4, 4)
Event processed UpdateTile(white, 3, 1)
Event processed UpdateTile(blue, 5, 5)
Event processed UpdateTile(brown, 3, 2)
Event processed UpdateTile(white, 3, 1)
Event processed UpdateTile(brown, 4, 5)
Event processed UpdateTile(yellow, 5, 0)
Event processed UpdateTile(brown, 4, 5)
Event processed UpdateTile(yellow, 3, 3)
Event processed UpdateTile(brown, 3, 2)
Event processed UpdateTile(yellow, 5, 1)
Event processed UpdateTile(yellow, 5, 0)
Event processed UpdateTile(white, 5, 2)
Event processed UpdateTile(yellow, 3, 3)
Event processed UpdateTile(blue, 5, 3)
Event processed UpdateTile(yellow, 5, 1)
Event processed UpdateTile(blue, 5, 4)
Event processed UpdateTile(white, 5, 2)
Event processed UpdateTile(brown, 5, 5)
Event processed UpdateTile(blue, 5, 3)
Event processed UpdateTile(brown, 4, 5)
Event processed UpdateTile(blue, 5, 4)
Event processed UpdateTile(brown, 5, 0)
Event processed UpdateTile(brown, 5, 5)
Event processed UpdateTile(white, 5, 1)
Event processed UpdateTile(brown, 4, 5)
Event processed UpdateTile(brown, 5, 0)
Event processed UpdateTile(white, 5, 1)
Event processed UpdateTile(white, 5, 2)
Event processed UpdateTile(white, 5, 2)
Event processed UpdateTile(blue, 5, 3)
Event processed UpdateTile(blue, 5, 3)
Event processed UpdateTile(brown, 5, 4)
Event processed UpdateTile(brown, 5, 4)
Event processed UpdateTile(brown, 5, 5)
Event processed UpdateTile(brown, 5, 5)
Event processed UpdateTile(blue, 3, 4)
Event processed UpdateTile(blue, 3, 4)
Event processed UpdateTile(yellow, 3, 5)
Event processed UpdateTile(yellow, 3, 5)
Event processed UpdateTile(yellow, 4, 0)
Event processed UpdateTile(yellow, 4, 0)
Event processed UpdateTile(yellow, 4, 1)
Event processed UpdateTile(blue, 4, 2)
Event processed UpdateTile(blue, 4, 3)
Event processed UpdateTile(blue, 4, 4)
Event processed UpdateTile(white, 4, 5)
Event processed UpdateTile(blue, 5, 0)
Event processed UpdateTile(brown, 5, 1)
Event processed UpdateTile(white, 5, 2)
Event processed UpdateTile(blue, 5, 3)
Event processed UpdateTile(yellow, 5, 4)
Event processed UpdateTile(blue, 5, 5)
Event processed UpdatePosition(0, 4, 0)
Event processed UpdateTile(yellow, 4, 1)
Event processed UpdateTile(blue, 4, 2)
Event processed UpdateTile(blue, 4, 3)
Event processed UpdateTile(blue, 4, 4)
Event processed UpdatePosition(2, 1, 0)
Event processed UpdateTile(white, 4, 5)
Event processed UpdatePosition(0, 3, 0)
Event processed UpdatePosition(4, 3, 0)
Event processed UpdatePosition(0, 5, 0)
Event processed UpdateTile(yellow, 0, 0)
Event processed UpdateTile(white, 0, 1)
Event processed UpdateTile(white, 0, 2)
Event processed UpdateTile(blue, 5, 0)
Event processed UpdateTile(brown, 0, 3)
Event processed UpdateTile(brown, 5, 1)
Event processed UpdateTile(yellow, 0, 4)
Event processed UpdateTile(white, 5, 2)
Event processed UpdateTile(white, 0, 5)
Event processed UpdateTile(blue, 1, 0)
Event processed UpdateTile(blue, 5, 3)
Event processed UpdateTile(brown, 1, 1)
Event processed UpdateTile(yellow, 5, 4)
Event processed UpdateTile(brown, 1, 2)
Event processed UpdateTile(blue, 5, 5)
Event processed UpdateTile(blue, 1, 3)
Event processed UpdatePosition(4, 4, 0)
Event processed UpdateTile(white, 1, 4)
Event processed UpdatePosition(2, 0, 0)
Event processed UpdateTile(brown, 1, 5)
Event processed UpdatePosition(3, 5, 0)
Event processed UpdateTile(blue, 2, 0)
Event processed UpdateTile(yellow, 0, 0)
Event processed UpdateTile(brown, 2, 1)
Event processed UpdatePosition(4, 1, 0)
Event processed UpdateTile(blue, 2, 2)
Event processed UpdateTile(white, 0, 1)
Event processed UpdateTile(brown, 2, 3)
Event processed UpdatePosition(2, 2, 0)
Event processed UpdateTile(yellow, 2, 4)
Event processed UpdateTile(white, 0, 2)
Event processed UpdateTile(brown, 2, 5)
Event processed UpdateTile(brown, 0, 3)
Event processed UpdateTile(yellow, 3, 0)
Event processed UpdateTile(yellow, 0, 4)
Event processed UpdateTile(yellow, 3, 1)
Event processed UpdateTile(white, 0, 5)
Event processed UpdateTile(blue, 3, 2)
Event processed UpdateTile(blue, 1, 0)
Event processed UpdateTile(yellow, 3, 3)
Event processed UpdateTile(brown, 1, 1)
Event processed UpdateTile(brown, 1, 2)
Event processed UpdateTile(white, 3, 4)
Event processed UpdateTile(blue, 1, 3)
Event processed UpdateTile(white, 3, 5)
Event processed UpdateTile(white, 1, 4)
Event processed UpdateTile(yellow, 4, 0)
Event processed UpdateTile(brown, 1, 5)
Event processed UpdateTile(yellow, 4, 1)
Event processed UpdateTile(blue, 2, 0)
Event processed UpdateTile(brown, 2, 1)
Event processed UpdateTile(blue, 2, 2)
